date,state,update_time,last_check,positives_total,positives_white,positives_black,positives_latinx,positives_asian,positives_aiain,positives_nhpi,positives_multiracial,positives_other,positives_race_unknown,positives_percent_race_unknown,positives_hispanic,positives_nonhispanic,positives_ethnicity_unknown,positives_percent_ethnicity_unknown,total_deaths,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_other,deaths_race_unknown,deaths_percent_race_unknown,deaths_hispanic,deaths_nonhispanic,deaths_ethnicity_unknown,deaths_percent_ethnicity_unknown,negatives_white,negatives_black,negatives_latinx,negatives_asian,negatives_aian,negatives_nhpi,negatives_multiracial,negatives_other,negatives_race_unknown,negatives_percent_race_unknown,negatives_hispanic,negatives_nonhispanic,negatives_ethnicity_unknown,negatives_percent_ethnicity_unknown,,,,,,,,,,,,,,,,,,,
20200426,UT,4/26/20 0:00,4/26/20 22:46,4123,1892,81,1448,112,47,85,,407,51,1%,1448,1892,783,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,VA,4/26/20 0:00,4/27/20 0:37,12970,4412,2428,,,,,,1923,4207,32%,,,,,448,233,117,,,,,,43,55,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,VT,4/26/20 11:00,4/27/20 0:29,851,773,15,17,10,1,,,16,36,4%,17,668,166,20%,46,41,,,2,,,,3,0,0%,,45,1,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,WA,4/26/20 2:59,4/27/20 0:23,13521,4132,555,2379,804,111,130,1,163,5246,39%,2379,5896,5246,39%,749,492,19,50,67,7,4,9,13,88,12%,50,611,88,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,WI,4/26/20 16:00,4/27/20 0:11,5911,3083,1414,,174,56,,,403,781,13%,1338,3734,839,14%,272,165,94,,5,3,,,1,4,1%,16,248,8,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,WV,4/26/20 17:00,4/26/20 23:55,1053,839,85,,,,,,127,2,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,WY,4/22/20 10:36,4/26/20 23:46,370,217,4,54,5,64,,,12,14,4%,54,302,14,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,AK,4/22/20 14:00,,335,184,7,,37,18,6,10,7,66,20%,22,218,,0%,9,2,0,,2,2,1,0,0,2,22%,0,6,3,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,AL,4/23/20 0:00,,4903,2296,1842,,42,,,,110,613,13%,194,3820,889,18%,160,79,75,,2,,,,0,4,3%,4,144,12,8%,,,,,,,,,,,,,,,Enter percentage by category. Uknown is auto-calcluated,,,,,,,,,,,,,,,,,,
20200422,AR,4/22/20 19:00,,2276,1179,654,,25,,,10,70,324,14%,86,1952,238,10%,42,25,14,,,,,,,3,7%,,,,,,,,,,,,,,,,,,,Enter number of cases. Enter percentage for deaths. Uknown is auto-calcluated,,,,,,,,,,,,,,,,,,
20200422,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,AZ,4/22/20 0:00,,5459,1822,200,946,77,744,,,86,1584,29%,946,2929,1584,29%,229,110,8,34,3,48,,,2,24,10%,34,171,24,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,CA,4/21/20 0:00,,35396,6982,1630,9701,3020,50,50,189,1735,11753,33%,9701,13942,11753,33%,1293,417,138,364,206,4,14,3,24,123,10%,364,806,123,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,CO,4/22/20 18:00,,10878,5858,821,,301,55,64,177,118,,,,,,,508,353,37,,16,1,5,4,2,,,,,,,,,,,,,,,,,,,,,Colorado excludes cases/deaths for which races/ethnicity are unknown,,,,,,,,,,,,,,,,,,
20200422,CT,4/22/20 13:00,,22469,6706,2368,3145,299,,,,141,9810,44%,3145,9514,9810,44%,1544,1096,230,139,15,,,,13,51,3%,139,1354,51,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,DC,4/21/20 0:00,,3206,587,1595,,57,11,11,481,,468,15%,589,2002,615,19%,127,14,102,8,3,,,,0,0,0%,8,119,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,DE,4/9/20 13:38,,,,,,,,,,,,,,,,,19,16,,,,,,,3,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,FL,4/22/20 21:00,,27791,13646,4551,,,,,,2347,7247,26%,7781,11915,8095,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,GA,4/22/20 18:28,,21102,4908,6445,,246,17,8787,699,0,0,0%,1305,9332,10465,50%,846,335,442,,10,1,1,0,10,48,6%,27,749,70,8%,,,,,,,,,,,,,,,Copy Paste from state page,,,,,,,,,,,,,,,,,,
20200422,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,HI,4/16/20 0:00,,547,135,4,,139,,58,99,9,103,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,IA,4/21/20 12:00,,3748,2290,517,,232,,,,52,657,18%,779,2432,537,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,ID,4/22/20 19:00,,56,41,1,,,,2,,,12,21%,2,44,8,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,IL,4/22/20 0:00,,35108,8573,8504,6195,1244,50,45,,1447,9050,26%,6195,19863,9050,26%,1565,621,596,181,62,1,3,,21,21,1%,181,1304,80,5%,29842,13166,3763,2243,91,39,,6367,73727,57%,3763,45381,73727,60%,"4/22 BL: Tested figures have gone down for all race categories except ""Left blank.""",,,,,,,,,,,,,,,,,,
20200422,IN,4/21/20 23:59,,12438,6144,2102,646,99,,,,1641,3447,24%,646,4788,,0%,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,KS,4/22/20 12:00,,2211,1366,343,,37,11,,,50,404,18%,494,1307,410,19%,110,65,35,,0,1,,,0,9,8%,3,92,15,14%,8209,684,,158,75,,,380,8486,47%,673,7446,9873,55%,,,,,,,,,,,,,,,,,,,
20200422,KY,4/22/20 0:00,,3373,2186,379,,1,0,,1,,806,24%,216,2481,676,20%,175,125,27,,2,,,,,21,12%,1,153,31,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,LA,4/20/20 0:00,,,,,,,,,,,,,,,,,1473,505,828,20,12,0,1,,10,115,8%,20,1103,349,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,MA,4/22/20 16:00,,42944,9232,3006,4595,601,,,,1503,24005,56%,4595,14342,24005,56%,2182,704,106,106,41,,,,50,1171,54%,106,901,1171,54%,,,,,,,,,,,,,,,4/22 BL: MA is also reporting race data for hospitalizations,,,,,,,,,,,,,,,,,,
20200422,MD,4/21/20 10:00,,14775,3476,5540,2033,304,,,,571,2851,19%,2033,9891,2851,19%,631,234,289,69,21,,,,10,8,1%,69,554,8,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,MI,4/22/20 11:00,,34980,10529,11208,1018,679,339,,2377,1358,7472,21%,1018,19700,13246,39%,2813,1237,1125,28,28,,,56,56,309,11%,28,2025,759,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,MN,4/22/20 12:00,,2758,1659,353,,108,27,13,,163,435,16%,217,2013,489,18%,182,134,10,5,1,3,0,,1,28,15%,5,136,37,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,MO,4/22/20 15:00,,6135,2393,1841,,,,,184,122,1595,26%,245,3804,2086,34%,208,81,62,,,,,6,4,54,26%,0,8,70,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,MS,4/21/20 19:00,,4894,1663,2582,,,,,,420,229,5%,,,,,193,71,120,,,,,,2,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,MT,4/15/20 12:00,,439,370,2,,1,20,,,2,44,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,NC,4/22/20 11:00,,7220,2898,2146,,98,31,14,,261,1772,25%,542,4141,2537,35%,242,133,86,,1,0,0,,5,17,7%,5,194,43,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,NH,4/20/20 0:00,,1447,937,63,70,37,,,,51,289,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,NJ,4/22/20 13:00,,,,,,,,,,,,,,,,,5063,1879,838,656,205,,,,233,1252,25%,656,3155,1252,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,NM,4/22/20 18:11,,2189,426,50,493,33,971,,,,216,10%,493,1480,216,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,NY,4/22/20 14:00,,,,,,,,,,,,,,,,,3430,2065,615,464,141,,,,145,,0%,464,2966,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,OH,4/22/20 14:00,,14117,6915,3112,,186,10,5,1039,1400,1450,10%,396,8816,4905,35%,610,439,95,,1,,,16,7,52,9%,10,500,100,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,OK,4/22/20 15:00,,2894,2057,155,,60,213,,94,,315,,,,,,170,132,11,,1,15,,5,,6,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,OR,4/22/20 0:00,,1928,1065,47,509,64,17,22,44,425,244,10%,509,1151,268,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,PA,4/22/20 12:00,,35684,6639,3289,,339,,,,128,25289,71%,,,,,1622,602,211,,22,,,,1,786,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,RI,4/22/20 0:00,,5841,2394,700,2453,,,,0,233,61,1%,2453,3327,61,1%,181,135,10,18,,,,0,0,18,10%,18,145,18,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,SC,4/22/20 5:00,,3895,1558,1402,194,,77,,,662,868,18%,,,,,127,72,53,,,2,,,,15,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,TN,4/19/20 0:00,,7842,3637,1620,,168,,,,489,1928,25%,580,4874,2388,30%,166,96,56,,4,,,,2,8,5%,7,150,9,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,TX,4/22/20 13:15,,21069,7563,340,775,115,,,,22,12254,58%,775,8040,12254,58%,543,80,26,37,2,,,,,145,50%,37,108,398,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,UT,4/22/20 15:00,,3729,1687,62,1134,100,35,67,,327,317,9%,1134,1687,624,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,VA,4/21/20 17:00,,10266,3540,1900,,,,,,1411,3415,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,VT,,,823,715,15,17,10,1,,,13,69,8%,17,648,158,19%,40,35,,,2,,,,1,2,5%,,37,3,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,WA,4/21/20 14:59,,12494,3986,528,2203,758,103,113,1,153,4649,37%,,,,,692,460,17,48,64,7,4,7,13,72,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,WI,4/22/20 0:00,,4845,2526,1198,,135,44,,,212,730,15%,842,3226,777,16%,246,151,82,,5,3,,,0,5,2%,15,225,6,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,WV,4/22/20 17:00,,963,743,79,,,,,,135,6,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,WY,4/22/20 10:36,,326,210,3,47,3,40,,,10,13,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,AK,4/19/20 14:00,,319,167,7,,33,14,4,10,5,79,25%,21,195,,0%,9,2,0,,2,2,1,0,0,2,22%,0,5,4,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,AL,4/19/20 0:00,,4903,2300,1831,,45,,,,102,625,13%,167,3836,900,18%,160,66,85,,5,,,,,4,3%,5,138,17,11%,,,,,,,,,,,,,,,Enter decimal of percentage by category. Uknown is auto-calcluated,,,,,,,,,,,,,,,,,,
20200419,AR,4/18/20 13:00,,1739,1049,511,,23,,,7,54,86,5%,,,,,39,23,14,,,,,,,2,5%,,,,,,,,,,,,,,,,,,,Enter decimal of percentage by category. Uknown is auto-calcluated,,,,,,,,,,,,,,,,,,
20200419,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,AZ,4/19/20 0:00,,4929,947,96,478,76,337,,,45,2950,60%,478,1501,2950,60%,184,73,6,32,3,18,,,,52,28%,32,100,52,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,CA,4/17/20 0:00,,28963,5821,1358,7567,2522,38,38,388,1552,9329,33%,7567,12067,9329,32%,1072,347,115,298,154,4,9,9,9,127,12%,298,647,127,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,CO,4/15/20 18:00,,9730,5381,707,,248,49,53,155,102,3,0%,,,,,422,294,36,,13,1,4,3,0,2,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,CT,4/13/20 11:30,,17962,4876,1782,2286,214,,,,120,8684,48%,,,,,1127,766,171,100,14,,,,11,65,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,DC,4/14/20 0:00,,2793,548,1403,,51,12,12,390,,383,14%,,,,,96,11,75,8,2,,,,0,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,DE,4/9/20 13:38,,,,,,,,,,,,,,,,,,16,,,,,,,3,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,GA,4/19/20 21:34,,18489,3637,4916,,178,17,356,13,9372,0,0%,871,7351,10267,56%,689,263,364,,9,1,1,0,10,41,6%,24,603,62,9%,,,,,,,,,,,,,,,Copy Paste from state page,,,,,,,,,,,,,,,,,,
20200419,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,IA,4/18/20 12:00,,2902,1912,293,,136,,,,40,521,18%,560,1918,424,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,IL,4/19/20 0:00,,30357,7554,7498,4913,1085,46,39,,1324,7898,26%,4913,17546,7898,26%,1791,501,502,134,51,512,2,,15,15,1%,134,1583,74,4%,33561,19016,8038,3059,121,78,,6933,72472,51%,8038,55835,72472,53%,,,,,,,,,,,,,,,,,,,
20200419,IN,4/18/20 11:59,,11210,5605,1961,470,89,,,,1446,3085,24%,470,4327,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,KS,4/19/20 12:00,,1849,1141,314,,27,9,,,42,316,17%,334,1154,361,20%,92,53,27,,0,1,,,0,11,12%,2,74,16,17%,7316,597,,139,68,,,319,7842,48%,558,6647,9076,56%,,,,,,,,,,,,,,,,,,,
20200419,KY,4/19/20 0:00,,2960,2300,389,,111,1,,159,,,0%,219,2741,,0%,148,115,32,,1,,,,,,0%,1,79,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,LA,4/13/20 0:00,,,,,,,,,,,,,,,,,1277,383,751,13,10,0,1,,8,111,9%,13,928,324,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MA,4/19/20 10:00,,38077,7640,2524,3818,538,,,,1239,22318,59%,3818,11941,22318,59%,1706,520,78,81,30,,,,41,956,56%,81,669,956,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MD,4/19/20 10:00,,12830,3037,4855,1639,276,,,,505,2518,20%,1639,8673,2518,20%,486,159,196,21,15,,,,14,81,17%,21,384,81,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MI,4/19/20 10:00,,31892,9427,10369,628,628,157,,1885,942,7856,25%,628,17597,13198,42%,2387,1028,956,23,23,,,47,47,263,11%,23,1697,669,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MN,4/19/20 17:00,,2387,1484,282,,117,23,11,,94,376,16%,164,1767,447,19%,133,100,5,2,0,1,0,,0,25,19%,2,96,34,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MO,4/19/20 15:00,,5665,2153,1643,,,,,170,113,1586,28%,226,3400,2040,36%,174,66,51,,,,,5,3,49,28%,0,7,63,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MS,4/18/20 19:00,,4274,1407,2203,,,,,,337,327,8%,,,,,159,57,100,,,,,,1,1,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,MT,4/15/20 12:00,,433,354,2,,1,20,,,2,54,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,NC,4/19/20 11:00,,6493,2664,1921,,93,24,12,,206,1573,24%,427,3700,2366,36%,172,96,62,,1,0,0,,4,9,5%,4,139,29,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,NJ,4/18/20 0:00,,,,,,,,,,,,,,,,,4190,2138,924,701,226,,,,201,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,NM,4/19/20 4:45,,1825,376,47,443,29,704,,,,226,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,NY,,,,,,,,,,,,,,,,,,10578,2824,1862,2091,457,,,,304,3040,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,OH,4/19/20 0:00,,11602,5758,2415,,167,6,5,731,1086,1434,12%,319,7281,4002,34%,471,327,68,,1,,,14,7,54,11%,10,365,96,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,OR,4/19/20 0:00,,1914,766,31,340,48,9,13,27,288,392,20%,340,780,454,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,SC,4/17/20 16:48,,3519,1759,1442,,,70,,,105,143,4%,,,,,106,60,44,,,2,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,TN,4/19/20 0:00,,7070,3347,1470,,130,,,,418,1705,24%,441,4456,2173,31%,148,88,47,,3,,,,2,8,5%,6,133,9,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,TX,4/19/20 13:00,,2574,944,296,663,110,,,,18,543,21%,,,,,189,69,18,30,1,,,,,71,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,VA,4/19/20 0:00,,8537,2830,1578,,,,,,1059,3070,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,WA,4/19/20 2:59,,11790,3703,464,1835,691,97,95,1,129,4775,41%,,,,,634,414,16,38,59,7,3,7,12,78,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,WI,4/19/20 0:00,,4346,2214,1025,,116,37,,,145,809,19%,628,2819,899,21%,220,132,80,,5,2,,,0,1,0%,11,207,2,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,AK,4/15/20 0:00,,293,133,4,,25,13,3,6,3,106,36%,15,154,124,42%,9,2,0,,2,2,1,0,0,2,22%,0,5,4,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,AL,4/15/20 0:00,,4241,1996,1594,,41,,,,85,525,12%,134,3328,779,18%,82,34,43,,3,,,,,2,2%,3,71,8,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,AR,4/15/20 17:46,,1569,945,441,,21,4,5,5,45,103,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,AZ,4/15/20 0:00,,3962,785,81,366,,266,67,,34,2363,60%,,,,,142,55,5,15,,29,2,,,36,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,CA,4/14/20 0:00,,24424,4921,1111,5873,2063,31,317,317,1270,8521,35%,,,,,821,278,85,214,104,2,6,,13,119,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,CO,4/15/20 18:00,,8280,4738,582,2441,214,40,43,13,86,123,1%,,,N/A,,357,247,25,63,10,2,4,3,,3,1%,,,,,,,,,,,,,,,,,,,Colorado excludes unknowns from its racial tally,,,,,,,,,,,,,,,,,,
20200415,CT,4/13/20 11:30,,13381,3419,1145,1447,144,,,,85,7141,53%,,,,,602,409,85,58,9,,,,9,32,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,DC,4/14/20 0:00,,2197,411,1009,,31,7,2,300,,437,20%,324,1340,533,24%,72,8,54,8,2,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,DE,4/9/20 13:38,,,,,,,,,,,,,,,,,35,16,,,,,,,19,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,GA,,,15828,2645,3780,568,131,12,10,0,98,8584,54%,568,5630,9062,59%,596,216,299,20,8,1,0,0,7,45,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,IA,4/14/20 12:00,,2337,1492,183,345,65,,,,29,223,10%,345,1480,167,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
